filename,year,title,journal,doi,pmid,has_fulltext,study_type,study_type_all,topics,interventions,organism_focus,n_topics
Costa_2018,2018,Exploring chitosan nanoparticles as effective inhibitors of antibiotic resistant skin microorganisms - From in vitro to ex vitro testing.,Carbohydrate polymers,10.1016/j.carbpol.2018.08.083,30241827,abstract_only,in_vitro,in_vitro,qsi_discovery|biofilm|antibiotic_resistance|nanoparticle,nanoparticle,a_baumannii_only,4
Jansen_2018,2018,Enhanced antibacterial effect of the novel T4-like bacteriophage KARL-1 in combination with antibiotics against multi-drug resistant Acinetobacter baumannii.,Scientific reports,10.1038/s41598-018-32344-y,30237558,yes,in_silico,in_silico|methodology|in_vitro,virulence_factors|antibiotic_resistance|phage_therapy,phage,multi_species,3
Tiwari_2018,2018,Differential anti-microbial secondary metabolites in different ESKAPE pathogens explain their adaptation in the hospital setup.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",10.1016/j.meegid.2018.09.010,30227225,abstract_only,in_vitro,in_vitro,biofilm|natural_product,,multi_species,2
Trastoy_2018,2018,Mechanisms of Bacterial Tolerance and Persistence in the Gastrointestinal and Respiratory Environments.,Clinical microbiology reviews,10.1128/CMR.00023-18,30068737,yes,review,review,antibiotic_resistance|second_messenger|review_synthesis,,multi_species,3
Bergonzi_2018,2018,"Structural and Biochemical Characterization of AaL, a Quorum Quenching Lactonase with Unusual Kinetic Properties.",Scientific reports,10.1038/s41598-018-28988-5,30050039,yes,animal_model,animal_model|in_vitro,qsi_discovery|quorum_quenching|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,enzyme_qq,a_baumannii_only,6
CastaedaTamez_2018,2018,Pyocyanin Restricts Social Cheating in Pseudomonas aeruginosa.,Frontiers in microbiology,10.3389/fmicb.2018.01348,29997585,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|iron_metabolism,phage,multi_species,6
Sivaranjani_2018,2018,Inhibitory effect of α-mangostin on Acinetobacter baumannii biofilms - an in vitro study.,Biofouling,10.1080/08927014.2018.1473387,29869541,abstract_only,in_vitro,in_vitro,biofilm|gene_regulation,,a_baumannii_only,2
Sato_2018,2018,Sub-minimum inhibitory concentrations of colistin and polymyxin B promote Acinetobacter baumannii biofilm formation.,PloS one,10.1371/journal.pone.0194556,29554105,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp|vaccine_immune|iron_metabolism|epidemiology,peptide,multi_species,10
Milton_2018,2018,Re-sensitizing Multidrug Resistant Bacteria to Antibiotics by Targeting Bacterial Response Regulators: Characterization and Comparison of Interactions between 2-Aminoimidazoles and the Response Regula,Frontiers in molecular biosciences,10.3389/fmolb.2018.00015,29487854,yes,animal_model,animal_model|in_silico|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation,synthetic_compound,multi_species,4
Lpez_2018,2018,Evolution of the Quorum network and the mobilome (plasmids and bacteriophages) in clinical strains of Acinetobacter baumannii during a decade.,Scientific reports,10.1038/s41598-018-20847-7,29410443,yes,omics,omics|in_silico|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|epidemiology,phage|enzyme_qq,multi_species,9
Nicol_2018,2018,Unsaturated Fatty Acids Affect Quorum Sensing Communication System and Inhibit Motility and Biofilm Formation of Acinetobacter baumannii.,International journal of molecular sciences,10.3390/ijms19010214,29320462,yes,methodology,methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,,multi_species,7
Barki_2019,2019,Electric Field Based Dressing Disrupts Mixed-Species Bacterial Biofilm Infection and Restores Functional Wound Healing.,Annals of surgery,10.1097/SLA.0000000000002504,29099398,yes,in_vitro,in_vitro,biofilm|antibiotic_resistance|vaccine_immune|polymicrobial,synthetic_compound,multi_species,4
Gerdt_2017,2017,Chemical Interrogation of LuxR-type Quorum Sensing Receptors Reveals New Insights into Receptor Selectivity and the Potential for Interspecies Bacterial Signaling.,ACS chemical biology,10.1021/acschembio.7b00458,28829573,yes,methodology,methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|polymicrobial,synthetic_compound,multi_species,7
Chen_2017,2017,"A1S_2811, a CheA/Y-like hybrid two-component regulator from Acinetobacter baumannii ATCC17978, is involved in surface motility and biofilm formation in this bacterium.",MicrobiologyOpen,10.1002/mbo3.510,28714256,yes,omics,omics|methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp,peptide,a_baumannii_only,7
Erdnmez_2017,2017,Quorum sensing molecules production by nosocomial and soil isolates Acinetobacter baumannii.,Archives of microbiology,10.1007/s00203-017-1408-8,28688010,abstract_only,methodology,methodology|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,a_baumannii_only,4
Lpez_2017,2017,Response to Bile Salts in Clinical Strains of Acinetobacter baumannii Lacking the AdeABC Efflux Pump: Virulence Associated with Quorum Sensing.,Frontiers in cellular and infection microbiology,10.3389/fcimb.2017.00143,28536672,yes,omics,omics|methodology|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp|polymicrobial|epidemiology,peptide,multi_species,8
Dou_2017,2017,Acinetobacter baumannii quorum-sensing signalling molecule induces the expression of drug-resistance genes.,Molecular medicine reports,10.3892/mmr.2017.6528,28487993,yes,methodology,methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product,enzyme_qq,multi_species,7
Zhang_2017,2017,Pitfalls associated with evaluating enzymatic quorum quenching activity: the case of MomL and its effect on Pseudomonas aeruginosa and Acinetobacter baumannii biofilms.,PeerJ,10.7717/peerj.3251,28462048,yes,animal_model,animal_model|methodology|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product|polymicrobial,natural_product|enzyme_qq,multi_species,9
Murray_2017,2017,Global Gene Expression Profile of Acinetobacter baumannii During Bacteremia.,The Journal of infectious diseases,10.1093/infdis/jiw529,28375520,abstract_only,omics,omics|in_vitro,biofilm|virulence_factors|iron_metabolism,,a_baumannii_only,3
Holt_2016,2016,"Five decades of genome evolution in the globally distributed, extensively antibiotic-resistant Acinetobacter baumannii global clone 1.",Microbial genomics,10.1099/mgen.0.000052,28348844,yes,omics,omics|methodology|in_vitro,abaI_abaR_axis|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|vaccine_immune|iron_metabolism|epidemiology,phage|antibody_vaccine,multi_species,8
Lpez_2017_2,2017,Quorum sensing network in clinical strains of A. baumannii: AidA is a new quorum quenching enzyme.,PloS one,10.1371/journal.pone.0174454,28328989,yes,omics,omics|methodology|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,enzyme_qq,multi_species,8
Savari_2017,2017,Acquisition of Tn6018-3' CS regions increases colistin MICs against Acinetobacter baumannii isolates harboring new variants of AbaRs.,Folia microbiologica,10.1007/s12223-017-0507-x,28238067,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
CastilloJuarez_2017,2017,Exploiting Quorum Sensing Inhibition for the Control of Pseudomonas Aeruginosa and Acinetobacter Baumannii Biofilms.,Current topics in medicinal chemistry,,28056745,abstract_only,review,review,biofilm|virulence_factors|review_synthesis,,multi_species,3
Krger_2016,2016,Genetic Regulation of Virulence and Antibiotic Resistance in Acinetobacter baumannii.,Genes,10.3390/genes8010012,28036056,yes,review,review|animal_model|omics|clinical|in_silico|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|polymicrobial|iron_metabolism|review_synthesis,,multi_species,9
Yaniv_2016,2016,Functional marine metagenomic screening for anti-quorum sensing and anti-biofilm activity.,Biofouling,10.1080/08927014.2016.1253684,27882771,abstract_only,omics,omics|in_vitro,qsi_discovery|ahl_chemistry|biofilm,,multi_species,3
Cardile_2017,2017,Activity of Norspermidine on Bacterial Biofilms of Multidrug-Resistant Clinical Isolates Associated with Persistent Extremity Wound Infections.,Advances in experimental medicine and biology,10.1007/5584_2016_93,27864804,yes,methodology,methodology|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|vaccine_immune,,multi_species,5
Choi_2016,2016,Characterisation of successive Acinetobacter baumannii isolates from a deceased haemophagocytic lymphohistiocytosis patient.,International journal of antimicrobial agents,10.1016/j.ijantimicag.2016.09.024,27842758,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|vaccine_immune|epidemiology,,a_baumannii_only,3
Gala_2016,2016,Attenuation of quorum sensing-regulated behaviour by Tinospora cordifolia extract & identification of its active constituents.,The Indian journal of medical research,10.4103/0971-5916.193295,27834332,yes,in_silico,in_silico|methodology|in_vitro,quorum_quenching|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product,natural_product,multi_species,7
John_2016,2016,The quorum sensing molecule N-acyl homoserine lactone produced by Acinetobacter baumannii displays antibacterial and anticancer properties.,Biofouling,10.1080/08927014.2016.1221946,27643959,abstract_only,in_silico,in_silico|in_vitro,ahl_chemistry,,a_baumannii_only,1
Selasi_2016,2016,"Differences in Biofilm Mass, Expression of Biofilm-Associated Genes, and Resistance to Desiccation between Epidemic and Sporadic Clones of Carbapenem-Resistant Acinetobacter baumannii Sequence Type 19",PloS one,10.1371/journal.pone.0162576,27622249,yes,in_vitro,in_vitro,abaI_abaR_axis|biofilm|antibiotic_resistance|gene_regulation|epidemiology,,a_baumannii_only,5
Buttimer_2016,2016,Genome Sequence of Jumbo Phage vB_AbaM_ME3 of Acinetobacter baumanni.,Genome announcements,10.1128/genomeA.00431-16,27563033,yes,omics,omics|in_vitro,antibiotic_resistance|phage_therapy,phage,a_baumannii_only,2
Pourhajibagher_2016,2016,Modulation of virulence in Acinetobacter baumannii cells surviving photodynamic treatment with toluidine blue.,Photodiagnosis and photodynamic therapy,10.1016/j.pdpdt.2016.07.007,27444886,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|antibiotic_resistance,,a_baumannii_only,3
Modarresi_2016,2016,Cloning and expression of quorum sensing N-acyl-homoserine synthase (LuxI) gene detected in Acinetobacter baumannii.,Iranian journal of microbiology,,27307980,yes,methodology,methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,multi_species,5
Blackwell_2016,2016,IncM Plasmid R1215 Is the Source of Chromosomally Located Regions Containing Multiple Antibiotic Resistance Genes in the Globally Disseminated Acinetobacter baumannii GC1 and GC2 Clones.,mSphere,10.1128/mSphere.00117-16,27303751,yes,in_vitro,in_vitro,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Liu_2016,2016,Analysis of tigecycline resistance development in clinical Acinetobacter baumannii isolates through a combined genomic and transcriptomic approach.,Scientific reports,10.1038/srep26930,27240484,yes,omics,omics|methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product|epidemiology,repurposed_drug,a_baumannii_only,6
Liu_2016_2,2016,Biofilm-Related Genes: Analyses in Multi-Antibiotic Resistant Acinetobacter Baumannii Isolates From Mainland China.,Medical science monitor : international medical journal of experimental and clinical research,10.12659/msm.898959,27234982,yes,clinical,clinical|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|antibiotic_resistance,,multi_species,4
Tan_2016,2016,Candida albicans Airway Colonization Facilitates Subsequent Acinetobacter baumannii Pneumonia in a Rat Model.,Antimicrobial agents and chemotherapy,10.1128/AAC.02180-15,27001817,yes,in_vitro,in_vitro,abaI_abaR_axis|virulence_factors|vaccine_immune,,a_baumannii_only,3
Alves_2016,2016,"Study of the major essential oil compounds of Coriandrum sativum against Acinetobacter baumannii and the effect of linalool on adhesion, biofilms and quorum sensing.",Biofouling,10.1080/08927014.2015.1133810,26901586,abstract_only,in_vitro,in_vitro,biofilm|natural_product,natural_product,a_baumannii_only,2
Tay_2016,2016,Anti-virulent Disruption of Pathogenic Biofilms using Engineered Quorum-quenching Lactonases.,Journal of visualized experiments : JoVE,10.3791/53243,26779961,yes,methodology,methodology|in_vitro,quorum_quenching|biofilm,enzyme_qq,a_baumannii_only,2
Blackwell_2015,2015,"Evolution of AbGRI2-0, the Progenitor of the AbGRI2 Resistance Island in Global Clone 2 of Acinetobacter baumannii.",Antimicrobial agents and chemotherapy,10.1128/AAC.02662-15,26666934,yes,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Bhargava_2015,2015,Attenuation of quorum sensing-mediated virulence of Acinetobacter baumannii by Glycyrrhiza glabra flavonoids.,Future microbiology,10.2217/fmb.15.107,26582430,abstract_only,in_vitro,in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors,,a_baumannii_only,6
Kostoulias_2015,2015,Impact of a Cross-Kingdom Signaling Molecule of Candida albicans on Acinetobacter baumannii Physiology.,Antimicrobial agents and chemotherapy,10.1128/AAC.01540-15,26482299,yes,in_vitro,in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,a_baumannii_only,4
Modarresi_2015,2015,"Effect of iron on expression of efflux pump (adeABC) and quorum sensing (luxI, luxR) genes in clinical isolates of Acinetobacter baumannii.","APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",10.1111/apm.12455,26350174,abstract_only,in_vitro,in_vitro,biofilm|antibiotic_resistance,,a_baumannii_only,2
Kandi_2015,2015,Biofilm Production Correlating with Multidrug Resistance Among Clinical Isolates of Acinetobacter baumannii.,Journal of clinical and diagnostic research : JCDR,10.7860/JCDR/2015/13069.6084,26266122,yes,other,,biofilm|antibiotic_resistance,,a_baumannii_only,2
Kim_2015,2015,AbaR-type genomic islands in non-baumannii Acinetobacter species isolates from South Korea.,Antimicrobial agents and chemotherapy,10.1128/AAC.01175-15,26100696,yes,other,,abaI_abaR_axis|polymicrobial,,a_baumannii_only,2
He_2015,2015,Biofilm Formation Caused by Clinical Acinetobacter baumannii Isolates Is Associated with Overexpression of the AdeFGH Efflux Pump.,Antimicrobial agents and chemotherapy,10.1128/AAC.00877-15,26033730,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|antibiotic_resistance,,a_baumannii_only,4
Tipton_2015,2015,Phase-Variable Control of Multiple Phenotypes in Acinetobacter baumannii Strain AB5075.,Journal of bacteriology,10.1128/JB.00188-15,26013481,yes,animal_model,animal_model|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,a_baumannii_only,4
Luo_2015,2015,Enhancing pili assembly and biofilm formation in Acinetobacter baumannii ATCC19606 using non-native acyl-homoserine lactones.,BMC microbiology,10.1186/s12866-015-0397-5,25888221,yes,clinical,clinical|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|polymicrobial,,multi_species,6
Saranathan_2015,2015,Emergence of carbapenem non-susceptible multidrug resistant Acinetobacter baumannii strains of clonal complexes 103(B) and 92(B) harboring OXA-type carbapenemases and metallo-β-lactamases in Southern ,Microbiology and immunology,10.1111/1348-0421.12252,25726848,abstract_only,in_vitro,in_vitro,ahl_chemistry|biofilm|antibiotic_resistance,,a_baumannii_only,3
Jung_2015,2015,Acinetobacter species as model microorganisms in environmental microbiology: current state and perspectives.,Applied microbiology and biotechnology,10.1007/s00253-015-6439-y,25693672,abstract_only,review,review,virulence_factors|review_synthesis,,a_baumannii_only,2
Modarresi_2015_2,2015,Iron limitation enhances acyl homoserine lactone (AHL) production and biofilm formation in clinical isolates of Acinetobacter baumannii.,Virulence,10.1080/21505594.2014.1003001,25622119,yes,in_vitro,in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|iron_metabolism,,a_baumannii_only,5
Liu_2014,2014,Comparative genomic analysis of Acinetobacter baumannii clinical isolates reveals extensive genomic variation and diverse antibiotic resistance determinants.,BMC genomics,10.1186/1471-2164-15-1163,25534766,yes,omics,omics|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|natural_product|peptide_amp|vaccine_immune|iron_metabolism|epidemiology,phage|peptide,multi_species,12
Li_2014,2014,Evolution of carbapenem-resistant Acinetobacter baumannii revealed through whole-genome sequencing and comparative genomic analysis.,Antimicrobial agents and chemotherapy,10.1128/AAC.04609-14,25487793,yes,omics,omics|in_vitro,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Chang_2014,2014,Transcriptome profiling in imipenem-selected Acinetobacter baumannii.,BMC genomics,10.1186/1471-2164-15-815,25260865,yes,omics,omics|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product|peptide_amp|iron_metabolism,phage|peptide,a_baumannii_only,7
Traglia_2014,2014,Whole-genome sequence analysis of the naturally competent Acinetobacter baumannii clinical isolate A118.,Genome biology and evolution,10.1093/gbe/evu176,25164683,yes,in_vitro,in_vitro,abaI_abaR_axis|biofilm|antibiotic_resistance,,a_baumannii_only,3
Merabishvili_2014,2014,Characterization of newly isolated lytic bacteriophages active against Acinetobacter baumannii.,PloS one,10.1371/journal.pone.0104853,25111143,yes,omics,omics|in_vitro,biofilm|antibiotic_resistance|gene_regulation|phage_therapy,phage,multi_species,4
Chan_2014,2014,Tandem mass spectrometry detection of quorum sensing activity in multidrug resistant clinical isolate Acinetobacter baumannii.,TheScientificWorldJournal,10.1155/2014/891041,25101326,yes,clinical,clinical|methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|virulence_factors|antibiotic_resistance,,multi_species,5
Peng_2014,2014,"Characterization, sequencing and comparative genomic analysis of vB_AbaM-IME-AB2, a novel lytic bacteriophage that infects multidrug-resistant Acinetobacter baumannii clinical isolates.",BMC microbiology,10.1186/1471-2180-14-181,24996449,yes,omics,omics|methodology|in_vitro,biofilm|antibiotic_resistance|gene_regulation|phage_therapy,phage,a_baumannii_only,4
Allen_2014,2014,Structural and bioinformatic characterization of an Acinetobacter baumannii type II carrier protein.,"Acta crystallographica. Section D, Biological crystallography",10.1107/S1399004714008311,24914982,yes,in_vitro,in_vitro,biofilm|virulence_factors,,a_baumannii_only,2
Bhargava_2014,2014,Pyocyanin stimulates quorum sensing-mediated tolerance to oxidative stress and increases persister cell populations in Acinetobacter baumannii.,Infection and immunity,10.1128/IAI.01600-14,24891106,yes,other,,abaI_abaR_axis|ahl_chemistry|biofilm,,multi_species,3
Chow_2013,2013,Disruption of biofilm formation by the human pathogen Acinetobacter baumannii using engineered quorum-quenching lactonases.,Antimicrobial agents and chemotherapy,10.1128/AAC.02410-13,24379199,yes,in_vitro,in_vitro,quorum_quenching|biofilm,enzyme_qq,a_baumannii_only,2
Que_2013,2013,A quorum sensing small volatile molecule promotes antibiotic tolerance in bacteria.,PloS one,10.1371/journal.pone.0080140,24367477,yes,omics,omics|methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|second_messenger|polymicrobial,synthetic_compound,multi_species,7
Gayoso_2013,2013,Molecular mechanisms involved in the response to desiccation stress and persistence in Acinetobacter baumannii.,Journal of proteome research,10.1021/pr400603f,24299215,abstract_only,omics,omics,quorum_quenching|biofilm|antibiotic_resistance,,a_baumannii_only,3
Hamidian_2013,2013,A GC1 Acinetobacter baumannii isolate carrying AbaR3 and the aminoglycoside resistance transposon TnaphA6 in a conjugative plasmid.,The Journal of antimicrobial chemotherapy,10.1093/jac/dkt454,24235096,yes,in_vitro,in_vitro,abaI_abaR_axis|antibiotic_resistance|epidemiology,,a_baumannii_only,3
RumboFeal_2013,2013,Whole transcriptome analysis of Acinetobacter baumannii assessed by RNA-sequencing reveals different mRNA expression profiles in biofilm compared to planktonic cells.,PloS one,10.1371/journal.pone.0072968,24023660,yes,omics,omics|methodology|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp|iron_metabolism|epidemiology,phage|peptide,multi_species,8
Vilacoba_2013,2013,Outbreak of extensively drug-resistant Acinetobacter baumannii indigo-pigmented strains.,Journal of clinical microbiology,10.1128/JCM.01388-13,23985923,yes,other,,abaI_abaR_axis|epidemiology,,a_baumannii_only,2
Kim_2013,2013,Spread of carbapenem-resistant Acinetobacter baumannii global clone 2 in Asia and AbaR-type resistance islands.,Antimicrobial agents and chemotherapy,10.1128/AAC.00633-13,23939892,yes,clinical,clinical,abaI_abaR_axis|antibiotic_resistance|epidemiology,,a_baumannii_only,3
Garner_2013,2013,Retraction: Stereochemical insignificance discovered in Acinetobacter baumannii quorum sensing.,PloS one,10.1371/annotation/8f2ddf91-3499-4627-9a91-449b78465f9d,23853689,yes,other,,,,a_baumannii_only,0
Zhu_2013,2013,Complete genome analysis of three Acinetobacter baumannii clinical isolates in China for insight into the diversification of drug resistance elements.,PloS one,10.1371/journal.pone.0066584,23826102,yes,omics,omics|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|epidemiology,phage,a_baumannii_only,5
Golberg_2013,2013,"Coral-associated bacteria, quorum sensing disrupters, and the regulation of biofouling.",Biofouling,10.1080/08927014.2013.796939,23777289,abstract_only,in_vitro,in_vitro,biofilm,,multi_species,1
Garner_2013_2,2013,Retraction: Stereochemical insignificance discovered in Acinetobacter baumannii quorum sensing.,PloS one,10.1371/annotation/1345f9b0-016e-4123-9e72-6ccc4fa17ba2,23690906,yes,other,,ahl_chemistry|antibiotic_resistance,,a_baumannii_only,2
Ramrez_2013,2013,Spreading of AbaR-type genomic islands in multidrug resistance Acinetobacter baumannii strains belonging to different clonal complexes.,Current microbiology,10.1007/s00284-013-0326-5,23397241,abstract_only,other,,abaI_abaR_axis,,a_baumannii_only,1
Saroj_2013,2013,Streptomycin inhibits quorum sensing in Acinetobacter baumannii.,Antimicrobial agents and chemotherapy,10.1128/AAC.02161-12,23318804,yes,other,,qsi_discovery|abaI_abaR_axis|ahl_chemistry,,a_baumannii_only,3
Stacy_2012,2012,Synthesis and biological evaluation of triazole-containing N-acyl homoserine lactones as quorum sensing modulators.,Organic & biomolecular chemistry,10.1039/c2ob27155a,23258305,yes,methodology,methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,synthetic_compound,multi_species,5
Nigro_2012,2012,"A novel family of genomic resistance islands, AbGRI2, contributing to aminoglycoside resistance in Acinetobacter baumannii isolates belonging to global clone 2.",The Journal of antimicrobial chemotherapy,10.1093/jac/dks459,23169892,abstract_only,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Sung_2012,2012,"AbaR7, a genomic resistance island found in multidrug-resistant Acinetobacter baumannii isolates in Daejeon, Korea.",Annals of laboratory medicine,10.3343/alm.2012.32.5.324,22950067,yes,in_vitro,in_vitro,abaI_abaR_axis|antibiotic_resistance|epidemiology,,multi_species,3
Bhargava_2012,2012,N-acyl homoserine lactone mediated interspecies interactions between A. baumannii and P. aeruginosa.,Biofouling,10.1080/08927014.2012.714372,22867087,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|polymicrobial,,multi_species,4
Stacy_2012_2,2012,Attenuation of quorum sensing in the pathogen Acinetobacter baumannii using non-native N-Acyl homoserine lactones.,ACS chemical biology,10.1021/cb300351x,22853441,yes,methodology,methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|vaccine_immune|epidemiology,synthetic_compound,multi_species,8
Bitrian_2012,2012,Identification of virulence markers in clinically relevant strains of Acinetobacter genospecies.,International microbiology : the official journal of the Spanish Society for Microbiology,10.2436/20.1501.01.161,22847269,abstract_only,in_vitro,in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,a_baumannii_only,4
McQueary_2012,2012,Extracellular stress and lipopolysaccharide modulate Acinetobacter baumannii surface-associated motility.,"Journal of microbiology (Seoul, Korea)",10.1007/s12275-012-1555-1,22752907,abstract_only,in_vitro,in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|epidemiology,,multi_species,5
Arduino_2012,2012,Transposons and integrons in colistin-resistant clones of Klebsiella pneumoniae and Acinetobacter baumannii with epidemic or sporadic behaviour.,Journal of medical microbiology,10.1099/jmm.0.038968-0,22723256,abstract_only,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Kim_2012,2012,Variations of AbaR4-type resistance islands in Acinetobacter baumannii isolates from South Korea.,Antimicrobial agents and chemotherapy,10.1128/AAC.00880-12,22668861,yes,other,,abaI_abaR_axis|antibiotic_resistance|epidemiology,,a_baumannii_only,3
Garner_2012,2012,Stereochemical insignificance discovered in Acinetobacter baumannii quorum sensing.,PloS one,10.1371/journal.pone.0037102,22629354,yes,methodology,methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,synthetic_compound,multi_species,5
Seputiene_2012,2012,Novel variants of AbaR resistance islands with a common backbone in Acinetobacter baumannii isolates of European clone II.,Antimicrobial agents and chemotherapy,10.1128/AAC.05678-11,22290980,yes,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Bonnin_2011,2011,AbaR-type transposon structures in Acinetobacter baumannii.,The Journal of antimicrobial chemotherapy,10.1093/jac/dkr413,21965430,abstract_only,other,,abaI_abaR_axis,,a_baumannii_only,1
Hamidian_2011,2011,AbaR4 replaces AbaR3 in a carbapenem-resistant Acinetobacter baumannii isolate belonging to global clone 1 from an Australian hospital.,The Journal of antimicrobial chemotherapy,10.1093/jac/dkr356,21873287,abstract_only,in_silico,in_silico,abaI_abaR_axis|antibiotic_resistance|epidemiology,,a_baumannii_only,3
Zhou_2011,2011,Genomic analysis of the multidrug-resistant Acinetobacter baumannii strain MDR-ZJ06 widely spread in China.,Antimicrobial agents and chemotherapy,10.1128/AAC.01134-10,21788470,yes,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Clemmer_2011,2011,Genetic analysis of surface motility in Acinetobacter baumannii.,"Microbiology (Reading, England)",10.1099/mic.0.049791-0,21700662,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|virulence_factors|gene_regulation|vaccine_immune,,multi_species,5
Krizova_2011,2011,Diversity and evolution of AbaR genomic resistance islands in Acinetobacter baumannii strains of European clone I.,Antimicrobial agents and chemotherapy,10.1128/AAC.00221-11,21537009,yes,in_vitro,in_vitro,abaI_abaR_axis,,a_baumannii_only,1
Kang_2011,2011,Acinetobacter oleivorans sp. nov. is capable of adhering to and growing on diesel-oil.,"Journal of microbiology (Seoul, Korea)",10.1007/s12275-011-0315-y,21369976,abstract_only,in_vitro,in_vitro,virulence_factors,,a_baumannii_only,1
Turton_2011,2011,Use of the accessory genome for characterization and typing of Acinetobacter baumannii.,Journal of clinical microbiology,10.1128/JCM.02335-10,21289143,yes,other,,abaI_abaR_axis|antibiotic_resistance|epidemiology,phage,a_baumannii_only,3
Ramirez_2011,2011,Genomic analysis of Acinetobacter baumannii A118 by comparison of optical maps: identification of structures related to its susceptibility phenotype.,Antimicrobial agents and chemotherapy,10.1128/AAC.01595-10,21282446,yes,omics,omics|in_silico,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
