filename,pmid,first_author,year,title,journal,doi,pmcid,authors_count,pub_types,has_abstract,open_access
Pourhajibagher_2023,36658487,Pourhajibagher,2023,Antimicrobial activity of D-amino acid in combination with photo-sonoactivated hypericin nanoparticles against Acinetobacter baumannii.,BMC microbiology,10.1186/s12866-023-02758-4,PMC9850556,3,Journal Article,yes,yes
Li_2023,36626755,Li,2023,"Triple combination of SPR741, clarithromycin, and erythromycin against Acinetobacter baumannii and its tolerant phenotype.",Journal of applied microbiology,10.1093/jambio/lxac023,,10,Journal Article,yes,unknown
Panda_2022,36560948,Panda,2022,Recent advances to combat ESKAPE pathogens with special reference to essential oils.,Frontiers in microbiology,10.3389/fmicb.2022.1029098,PMC9763703,8,Journal Article; Review,yes,yes
EsmaeiliFardBarzegar_2022,36531823,Esmaeili-Fard-Barzegar,2022,Lytic potential of a filamentous bacteriophage isolated from sewage water in Tehran on clinical carbapenem-resistant strains.,Iranian journal of microbiology,10.18502/ijm.v14i5.10966,PMC9723426,4,Journal Article,yes,yes
Kumkar_2022,36519127,Kumkar,2022,"Diversity of resistant determinants, virulence factors, and mobile genetic elements in Acinetobacter baumannii from India: A comprehensive in silico genome analysis.",Frontiers in cellular and infection microbiology,10.3389/fcimb.2022.997897,PMC9742364,5,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Jia_2022,36442439,Jia,2022,Synthesis and antibiofilm evaluation of N-acyl-2-aminopyrimidine derivatives against Acinetobacter baumannii.,Bioorganic & medicinal chemistry,10.1016/j.bmc.2022.117095,,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Wintachai_2022,36423170,Wintachai,2022,Isolation and Characterization of a Phapecoctavirus Infecting Multidrug-Resistant Acinetobacter baumannii in A549 Alveolar Epithelial Cells.,Viruses,10.3390/v14112561,PMC9695679,5,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Laliany_2022,36383290,Laliany,2022,"In vitro virulence activity of Pseudomonas aeruginosa, enhanced by either Acinetobacter baumannii or Enterococcus faecium through the polymicrobial interactions.",Archives of microbiology,10.1007/s00203-022-03308-8,,3,Journal Article,yes,unknown
Kim_2022,36361923,Kim,2022,Complementary Regulation of BfmRS Two-Component and AbaIR Quorum Sensing Systems to Express Virulence-Associated Genes in Acinetobacter baumannii.,International journal of molecular sciences,10.3390/ijms232113136,PMC9657202,8,Journal Article,yes,yes
Zhu_2022,36335338,Zhu,2022,Insight into carbapenem resistance and virulence of Acinetobacter baumannii from a children's medical centre in eastern China.,Annals of clinical microbiology and antimicrobials,10.1186/s12941-022-00536-0,PMC9637306,7,Journal Article,yes,yes
Bazaid_2022,36297324,Bazaid,2022,"The Antimicrobial Effects of Saudi Sumra Honey against Drug Resistant Pathogens: Phytochemical Analysis, Antibiofilm, Anti-Quorum Sensing, and Antioxidant Activities.","Pharmaceuticals (Basel, Switzerland)",10.3390/ph15101212,PMC9607359,10,Journal Article,yes,yes
Shenkutie_2022,36293559,Shenkutie,2022,Effects of Sub-Minimum Inhibitory Concentrations of Imipenem and Colistin on Expression of Biofilm-Specific Antibiotic Resistance and Virulence Genes in Acinetobacter baumannii Sequence Type 1894.,International journal of molecular sciences,10.3390/ijms232012705,PMC9603859,6,Journal Article,yes,yes
Santajit_2022,36290370,Santajit,2022,Quorum Sensing in ESKAPE Bugs: A Target for Combating Antimicrobial Resistance and Bacterial Virulence.,Biology,10.3390/biology11101466,PMC9598666,3,Journal Article; Review,yes,yes
Siddique_2022,36191015,Siddique,2022,Ecofriendly phytosynthesized zirconium oxide nanoparticles as antibiofilm and quorum quenching agents against Acinetobacter baumannii.,Drug development and industrial pharmacy,10.1080/03639045.2022.2132260,,8,Journal Article,yes,unknown
Jha_2022,36190592,Jha,2022,"Droperidol as a potential inhibitor of acyl-homoserine lactone synthase from A. baumannii: insights from virtual screening, MD simulations and MM/PBSA calculations.",Molecular diversity,10.1007/s11030-022-10533-2,,7,Journal Article,yes,unknown
Maisch_2022,36149764,Maisch,2022,Antibacterial effects of vanilla ingredients provide novel treatment options for infections with multidrug-resistant bacteria - A recent literature review.,European journal of microbiology & immunology,10.1556/1886.2022.00015,PMC9530676,3,Journal Article; Review,yes,yes
Yadav_2022,36060733,Yadav,2022,In silico analysis reveals the co-existence of CRISPR-Cas type I-F1 and type I-F2 systems and its association with restricted phage invasion in Acinetobacter baumannii.,Frontiers in microbiology,10.3389/fmicb.2022.909886,PMC9428484,2,Journal Article,yes,yes
Escalante_2022,36030268,Escalante,2022,Human serum albumin (HSA) regulates the expression of histone-like nucleoid structure protein (H-NS) in Acinetobacter baumannii.,Scientific reports,10.1038/s41598-022-19012-y,PMC9420150,10,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, N.I.H., Extramural",yes,yes
Wang_2022,36030030,Wang,2022,Evaluation of the antimicrobial function of Ginkgo biloba exocarp extract against clinical bacteria and its effect on Staphylococcus haemolyticus by disrupting biofilms.,Journal of ethnopharmacology,10.1016/j.jep.2022.115602,,11,Journal Article,yes,unknown
Segatore_2022,36010006,Segatore,2022,In Vitro Activity of Sulbactam-Durlobactam against Carbapenem-Resistant Acinetobacter baumannii Clinical Isolates: A Multicentre Report from Italy.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics11081136,PMC9404735,18,Journal Article,yes,yes
Jacobmeyer_2022,36009914,Jacobmeyer,2022,Genomic Analysis of Acinetobacter baumannii Isolates Carrying OXA-23 and OXA-58 Genes from Animals Reveals ST1 and ST25 as Major Clonal Lineages.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics11081045,PMC9404926,4,Journal Article,yes,yes
Xiong_2022,35971084,Xiong,2022,Transcriptomic analysis reveals the regulatory role of quorum sensing in the Acinetobacter baumannii ATCC 19606 via RNA-seq.,BMC microbiology,10.1186/s12866-022-02612-z,PMC9380347,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Ghalavand_2022,35947200,Ghalavand,2022,Characterization of Sequence Types and Mechanisms of Resistance to Tigecycline Among Acinetobacter baumannii Isolated from Children.,Current microbiology,10.1007/s00284-022-02976-5,,6,Journal Article,yes,unknown
Wang_2022_2,35938813,Wang,2022,CRISPR-Cas in Acinetobacter baumannii Contributes to Antibiotic Susceptibility by Targeting Endogenous AbaI.,Microbiology spectrum,10.1128/spectrum.00829-22,PMC9430643,9,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Kashyap_2022,35867872,Kashyap,2022,3-indoleacetonitrile attenuates biofilm formation and enhances sensitivity to imipenem in Acinetobacter baumannii.,Pathogens and disease,10.1093/femspd/ftac029,,4,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Cui_2022,35862954,Cui,2022,The Cell-Cell Communication Signal Indole Controls the Physiology and Interspecies Communication of Acinetobacter baumannii.,Microbiology spectrum,10.1128/spectrum.01027-22,PMC9431217,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Abbaszadeh_2021,35851208,Abbaszadeh,2021,Genetic characterization of extensive drug resistant Acinetobacter baumannii: an appalling impediment.,Folia medica,10.3897/folmed.63.e56566,,7,Journal Article,yes,unknown
Zore_2022,35733960,Zore,2022,Repurposing the Sphingosine-1-Phosphate Receptor Modulator Etrasimod as an Antibacterial Agent Against Gram-Positive Bacteria.,Frontiers in microbiology,10.3389/fmicb.2022.926170,PMC9207386,9,Journal Article,yes,yes
Djahanschiri_2022,35653398,Djahanschiri,2022,Evolutionarily stable gene clusters shed light on the common grounds of pathogenicity in the Acinetobacter calcoaceticus-baumannii complex.,PLoS genetics,10.1371/journal.pgen.1010020,PMC9162365,11,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",yes,yes
Golberg_2022,35631553,Golberg,2022,"Anti-Virulence Activity of 3,3'-Diindolylmethane (DIM): A Bioactive Cruciferous Phytochemical with Accelerated Wound Healing Benefits.",Pharmaceutics,10.3390/pharmaceutics14050967,PMC9144697,9,Journal Article,yes,yes
Charalambous_2022,35629953,Charalambous,2022,Proteobacteria and Firmicutes Secreted Factors Exert Distinct Effects on Pseudomonas aeruginosa Infection under Normoxia or Mild Hypoxia.,Metabolites,10.3390/metabo12050449,PMC9146490,6,Journal Article,yes,yes
Nogbou_2022,35625238,Nogbou,2022,"Whole-Genome Sequencing of a Colistin-Resistant Acinetobacter baumannii Strain Isolated at a Tertiary Health Facility in Pretoria, South Africa.","Antibiotics (Basel, Switzerland)",10.3390/antibiotics11050594,PMC9138137,6,Journal Article,yes,yes
Elshaer_2022,35503000,Elshaer,2022,"Ketoprofen, piroxicam and indomethacin-suppressed quorum sensing and virulence factors in Acinetobacter baumannii.",Journal of applied microbiology,10.1111/jam.15609,,3,Journal Article,yes,unknown
Law_2022,35483311,Law,2022,"The role of quorum sensing, biofilm formation, and iron acquisition as key virulence mechanisms in Acinetobacter baumannii and the corresponding anti-virulence strategies.",Microbiological research,10.1016/j.micres.2022.127032,,2,Journal Article; Review,yes,unknown
Roy_2022,35402433,Roy,2022,Convergence of Biofilm Formation and Antibiotic Resistance in Acinetobacter baumannii Infection.,Frontiers in medicine,10.3389/fmed.2022.793615,PMC8987773,5,Journal Article; Review,yes,yes
Romero_2022,35352448,Romero,2022,Mushroom-shaped structures formed in Acinetobacter baumannii biofilms grown in a roller bioreactor are associated with quorum sensing-dependent Csu-pilus assembly.,Environmental microbiology,10.1111/1462-2920.15985,PMC9790458,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Jha_2022_2,35339024,Jha,2022,An extensive computational study to identify potential inhibitors of Acyl-homoserine-lactone synthase from Acinetobacter baumannii (strain AYE).,Journal of molecular graphics & modelling,10.1016/j.jmgm.2022.108168,,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Li_2022,35196792,Li,2022,Synergistic Inhibitory Effect of Polymyxin B in Combination with Ceftazidime against Robust Biofilm Formed by Acinetobacter baumannii with Genetic Deficiency in AbaI/AbaR Quorum Sensing.,Microbiology spectrum,10.1128/spectrum.01768-21,PMC8865539,11,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Vogel_2022,35151875,Vogel,2022,Fighting Acinetobacter baumannii infections with the acylase PvdQ.,Microbes and infection,10.1016/j.micinf.2022.104951,,6,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Kaushik_2022,35083758,Kaushik,2022,Therapeutic strategies against potential antibiofilm targets of multidrug-resistant Acinetobacter baumannii.,Journal of cellular physiology,10.1002/jcp.30683,,4,Journal Article; Review,yes,unknown
Godeux_2022,35073754,Godeux,2022,Interbacterial Transfer of Carbapenem Resistance and Large Antibiotic Resistance Islands by Natural Transformation in Pathogenic Acinetobacter.,mBio,10.1128/mbio.02631-21,PMC8787482,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Wienhold_2021,35062236,Wienhold,2021,Preclinical Assessment of Bacteriophage Therapy against Experimental Acinetobacter baumannii Lung Infection.,Viruses,10.3390/v14010033,PMC8778864,21,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Ghosh_2022,35052938,Ghosh,2022,Phytocompound Mediated Blockage of Quorum Sensing Cascade in ESKAPE Pathogens.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics11010061,PMC8773049,11,Journal Article; Review,yes,yes
Shahbandeh_2022,35030534,Shahbandeh,2022,"The antimicrobial effect of quorum sensing autoinducers of Pseudomonas aeruginosa, C12-HSL and C4-HSL, against MDR Staphylococcus aureus isolates.","Comparative immunology, microbiology and infectious diseases",10.1016/j.cimid.2022.101747,,4,Journal Article,yes,unknown
Jothipandiyan_2021,34961388,Jothipandiyan,2021,Heteroleptic pincer palladium(II) complex coated orthopedic implants impede the AbaI/AbaR quorum sensing system and biofilm development by Acinetobacter baumannii.,Biofouling,10.1080/08927014.2021.2015336,,10,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Pourhajibagher_2022,34931970,Pourhajibagher,2022,Evaluation of Antimicrobial Effects of Photo-sonodynamic Antimicrobial Chemotherapy Based on Nano-micelle Curcumin on Virulence Gene Expression Patterns in Acinetobacter baumannii.,Infectious disorders drug targets,10.2174/1871526522666211220121725,,3,Journal Article,yes,unknown
Koong_2021,34874246,Koong,2021,Phylogenomics of two ST1 antibiotic-susceptible non-clinical Acinetobacter baumannii strains reveals multiple lineages and complex evolutionary history in global clone 1.,Microbial genomics,10.1099/mgen.0.000705,PMC8767349,8,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Tierney_2021,34805000,Tierney,2021,A LysR-Type Transcriptional Regulator Controls Multiple Phenotypes in Acinetobacter baumannii.,Frontiers in cellular and infection microbiology,10.3389/fcimb.2021.778331,PMC8601201,4,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Li_2021,34763140,Li,2021,Integrating transcriptomics and metabolomics analysis on kojic acid combating Acinetobacter baumannii biofilm and its potential roles.,Microbiological research,10.1016/j.micres.2021.126911,,5,Journal Article,yes,unknown
Kim_2021,34696704,Kim,2021,Global regulator DksA modulates virulence of Acinetobacter baumannii.,Virulence,10.1080/21505594.2021.1995253,PMC8583241,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Lus_2021,34680848,Luís,2021,Screening of the Potential Bioactivities of Pennyroyal (Mentha pulegium L.) Essential Oil.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics10101266,PMC8532685,2,Journal Article,yes,yes
Wang_2021,34680777,Wang,2021,Co-Occurrence of blaOXA-23 in the Chromosome and Plasmid: Increased Fitness in Carbapenem-Resistant Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics10101196,PMC8532878,4,Journal Article,yes,yes
Lin_2021,34576087,Lin,2021,Role of Iron-Containing Alcohol Dehydrogenases in Acinetobacter baumannii ATCC 19606 Stress Resistance and Virulence.,International journal of molecular sciences,10.3390/ijms22189921,PMC8465190,3,Journal Article,yes,yes
Khadke_2021,34572317,Khadke,2021,Assessment of Antibiofilm Potencies of Nervonic and Oleic Acid against Acinetobacter baumannii Using In Vitro and Computational Approaches.,Biomedicines,10.3390/biomedicines9091133,PMC8466663,5,Journal Article,yes,yes
Rodgers_2021,34531538,Rodgers,2021,Histone-like nucleoid-structuring protein (H-NS) regulatory role in antibiotic resistance in Acinetobacter baumannii.,Scientific reports,10.1038/s41598-021-98101-w,PMC8446060,12,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Le_2021,34522980,Le,2021,"Effect of Serum Albumin, a Component of Human Pleural Fluid, on Transcriptional and Phenotypic Changes on Acinetobacter baumannii A118.",Current microbiology,10.1007/s00284-021-02649-9,PMC8557393,9,Journal Article,yes,yes
Sun_2021,34522977,Sun,2021,Mechanism Underlying the Role of LuxR Family Transcriptional Regulator abaR in Biofilm Formation by Acinetobacter baumannii.,Current microbiology,10.1007/s00284-021-02654-y,PMC8439540,2,Journal Article,yes,yes
Yan_2021,34452123,Yan,2021,The Influence of Formulation Components and Environmental Humidity on Spray-Dried Phage Powders for Treatment of Respiratory Infections Caused by Acinetobacter baumannii.,Pharmaceutics,10.3390/pharmaceutics13081162,PMC8401170,8,Journal Article,yes,yes
Lazar_2021,34394026,Lazar,2021,Modulation of Quorum Sensing and Biofilms in Less Investigated Gram-Negative ESKAPE Pathogens.,Frontiers in microbiology,10.3389/fmicb.2021.676510,PMC8359898,4,Journal Article; Review,yes,yes
Pimentel_2021,34356754,Pimentel,2021,Interaction of Acinetobacter baumannii with Human Serum Albumin: Does the Host Determine the Outcome?,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics10070833,PMC8300715,8,Journal Article,yes,yes
Sun_2021_2,34322102,Sun,2021,The abaI/abaR Quorum Sensing System Effects on Pathogenicity in Acinetobacter baumannii.,Frontiers in microbiology,10.3389/fmicb.2021.679241,PMC8312687,6,Journal Article,yes,yes
Seleem_2021,34284088,Seleem,2021,"Could the analgesic drugs, paracetamol and indomethacin, function as quorum sensing inhibitors?",Microbial pathogenesis,10.1016/j.micpath.2021.105097,,5,Journal Article,yes,unknown
Li_2021_2,34262306,Li,2021,Phenotypic and Genotypic Characteristics of Biofilm Formation in Clinical Isolates of Acinetobacter baumannii.,Infection and drug resistance,10.2147/IDR.S310081,PMC8274629,9,Journal Article,yes,yes
Tuttobene_2021,34183737,Tuttobene,2021,Blue light directly modulates the quorum network in the human pathogen Acinetobacter baumannii.,Scientific reports,10.1038/s41598-021-92845-1,PMC8239052,10,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Deng_2021,34072620,Deng,2021,Genomic Analysis of a Novel Phage Infecting the Turkey Pathogen Escherichia coli APEC O78 and Its Endolysin Activity.,Viruses,10.3390/v13061034,PMC8229158,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Usmani_2021,34048890,Usmani,2021,"Antimicrobial and biofilm inhibiting potential of an amide derivative [N-(2', 4'-dinitrophenyl)-3β-hydroxyurs-12-en-28-carbonamide] of ursolic acid by modulating membrane potential and quorum sensing against colistin resistant Acinetobacter baumannii.",Microbial pathogenesis,10.1016/j.micpath.2021.104997,,7,Journal Article,yes,unknown
Hetta_2021,34031472,Hetta,2021,Antibiofilm and antivirulence potential of silver nanoparticles against multidrug-resistant Acinetobacter baumannii.,Scientific reports,10.1038/s41598-021-90208-4,PMC8144575,14,Journal Article,yes,yes
Slavin_2021,33945683,Slavin,2021,Novel Lignin-Capped Silver Nanoparticles against Multidrug-Resistant Bacteria.,ACS applied materials & interfaces,10.1021/acsami.0c16921,,12,Journal Article,yes,unknown
Pimentel_2021_2,33924559,Pimentel,2021,Human Pleural Fluid and Human Serum Albumin Modulate the Behavior of a Hypervirulent and Multidrug-Resistant (MDR) Acinetobacter baumannii Representative Strain.,"Pathogens (Basel, Switzerland)",10.3390/pathogens10040471,PMC8069197,12,Journal Article,yes,yes
Pourhajibagher_2021,33836275,Pourhajibagher,2021,The anti-biofilm capability of nano-emodin-mediated sonodynamic therapy on multi-species biofilms produced by burn wound bacterial strains.,Photodiagnosis and photodynamic therapy,10.1016/j.pdpdt.2021.102288,,4,Journal Article,yes,unknown
Tyumentseva_2021,33668622,Tyumentseva,2021,Genomic and Phenotypic Analysis of Multidrug-Resistant Acinetobacter baumannii Clinical Isolates Carrying Different Types of CRISPR/Cas Systems.,"Pathogens (Basel, Switzerland)",10.3390/pathogens10020205,PMC7918744,9,Journal Article,yes,yes
Zhong_2021,33597937,Zhong,2021,Quorum Sensing Inhibition or Quenching in Acinetobacter baumannii: The Novel Therapeutic Strategies for New Drug Development.,Frontiers in microbiology,10.3389/fmicb.2021.558003,PMC7882596,2,Journal Article; Review,yes,yes
Rajput_2021,33500331,Rajput,2021,Pangenome Analytics Reveal Two-Component Systems as Conserved Targets in ESKAPEE Pathogens.,mSystems,10.1128/mSystems.00981-20,PMC7842365,7,Journal Article,yes,yes
LpezMartn_2021,33495249,López-Martín,2021,"AbaM Regulates Quorum Sensing, Biofilm Formation, and Virulence in Acinetobacter baumannii.",Journal of bacteriology,10.1128/JB.00635-20,PMC8088503,4,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Fischer_2020,33293405,Fischer,2020,"Phenotypic and Genomic Comparison of the Two Most Common ExoU-Positive Pseudomonas aeruginosa Clones, PA14 and ST235.",mSystems,10.1128/mSystems.01007-20,PMC7743143,4,Journal Article,yes,yes
Yamabe_2020,33268670,Yamabe,2020,Direct anti-biofilm effects of macrolides on Acinetobacter baumannii: comprehensive and comparative demonstration by a simple assay using microtiter plate combined with peg-lid.,"Biomedical research (Tokyo, Japan)",10.2220/biomedres.41.259,,9,Journal Article,yes,unknown
Tang_2020,33262621,Tang,2020,Contribution of the AbaI/AbaR Quorum Sensing System to Resistance and Virulence of Acinetobacter baumannii Clinical Strains.,Infection and drug resistance,10.2147/IDR.S276970,PMC7699449,6,Journal Article,yes,yes
Alam_2020,33250645,Alam,2020,Siphonocholin isolated from red sea sponge Siphonochalina siphonella attenuates quorum sensing controlled virulence and biofilm formation.,Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society,10.1016/j.jsps.2020.09.002,PMC7679466,9,Journal Article,yes,yes
GilbertGirard_2020,33233348,Gilbert-Girard,2020,Screening of FDA-Approved Drugs Using a 384-Well Plate-Based Biofilm Platform: The Case of Fingolimod.,Microorganisms,10.3390/microorganisms8111834,PMC7700524,4,Journal Article,yes,yes
Shenkutie_2020,33212840,Shenkutie,2020,Biofilm-Induced Antibiotic Resistance in Clinical Acinetobacter baumannii Isolates.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics9110817,PMC7698371,5,Journal Article,yes,yes
Ujak_2020,33188577,Ušjak,2020,"Methoxy-Substituted Hydroxychalcone Reduces Biofilm Production, Adhesion and Surface Motility of Acinetobacter baumannii by Inhibiting ompA Gene Expression.",Chemistry & biodiversity,10.1002/cbdv.202000786,,7,Journal Article,yes,unknown
Gonalves_2020,33114334,Gonçalves,2020,Ayahuasca Beverages: Phytochemical Analysis and Biological Properties.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics9110731,PMC7690887,9,Journal Article,yes,yes
Alreshidi_2020,33114026,Alreshidi,2020,"Phytochemical Screening, Antibacterial, Antifungal, Antiviral, Cytotoxic, and Anti-Quorum-Sensing Properties of Teucrium polium L. Aerial Parts Methanolic Extract.","Plants (Basel, Switzerland)",10.3390/plants9111418,PMC7690738,13,Journal Article,yes,yes
PaulBhattacharya_2020,33103466,Paul Bhattacharya,2020,Quorum quenching activity of pentacyclic triterpenoids leads to inhibition of biofilm formation by Acinetobacter baumannii.,Biofouling,10.1080/08927014.2020.1831480,,4,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Mayer_2020,33101239,Mayer,2020,Quorum Sensing as a Target for Controlling Surface Associated Motility and Biofilm Formation in Acinetobacter baumannii ATCC® 17978TM.,Frontiers in microbiology,10.3389/fmicb.2020.565548,PMC7554515,8,Journal Article,yes,yes
Oh_2020,33025548,Oh,2020,AbaR is a LuxR type regulator essential for motility and the formation of biofilm and pellicle in Acinetobacter baumannii.,Genes & genomics,10.1007/s13258-020-01005-8,,2,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Vukotic_2020,32974360,Vukotic,2020,"Characterization, Antibiofilm, and Depolymerizing Activity of Two Phages Active on Carbapenem-Resistant Acinetobacter baumannii.",Frontiers in medicine,10.3389/fmed.2020.00426,PMC7461965,9,Journal Article,yes,yes
Wang_2020,32903329,Wang,2020,Identification of a Novel Acinetobacter baumannii Phage-Derived Depolymerase and Its Therapeutic Application in Mice.,Frontiers in microbiology,10.3389/fmicb.2020.01407,PMC7396526,13,Journal Article,yes,yes
Liu_2020,32849322,Liu,2020,Antimicrobial Peptide Cec4 Eradicates the Bacteria of Clinical Carbapenem-Resistant Acinetobacter baumannii Biofilm.,Frontiers in microbiology,10.3389/fmicb.2020.01532,PMC7431629,9,Journal Article,yes,yes
Huang_2020,32848010,Huang,2020,The H-NS Regulator Plays a Role in the Stress Induced by Carbapenemase Expression in Acinetobacter baumannii.,mSphere,10.1128/mSphere.00793-20,PMC7449629,12,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Kaur_2020,32814501,Kaur,2020,Degradation of n-hexanoyl homoserine lactone with quorum quenching bacteria immobilised magnetic nanocomposite beads.,Environmental technology,10.1080/09593330.2020.1811389,,2,Journal Article,yes,unknown
Zhang_2020,32805359,Zhang,2020,Alcohol dehydrogenase modulates quorum sensing in biofilm formations of Acinetobacter baumannii.,Microbial pathogenesis,10.1016/j.micpath.2020.104451,,8,Journal Article,yes,unknown
Godeux_2020,32778544,Godeux,2020,Scarless Removal of Large Resistance Island AbaR Results in Antibiotic Susceptibility and Increased Natural Transformability in Acinetobacter baumannii.,Antimicrobial agents and chemotherapy,10.1128/AAC.00951-20,PMC7508600,7,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Yang_2020,32690261,Yang,2020,"Synthesis and antibiofilm evaluation of 3-hydroxy-2,3-dihydroquinazolin-4(1H)-one derivatives against opportunistic pathogen Acinetobacter baumannii.",Bioorganic & medicinal chemistry,10.1016/j.bmc.2020.115606,,6,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
AlMarjania_2021,32484105,Al Marjania,2021,"Evaluation of type II Toxin-Antitoxin Systems, Antibiotic Resistance Profiles, and Biofilm Quorum Sensing Genes in Acinetobacter Baumannii Isolates in Iraq.",Infectious disorders drug targets,10.2174/1871526520666200525170318,,4,Journal Article,yes,unknown
Bi_2020,32461273,Bi,2020,Comparative Analysis of AbaR-Type Genomic Islands Reveals Distinct Patterns of Genetic Features in Elements with Different Backbones.,mSphere,10.1128/mSphere.00349-20,PMC7253598,8,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Parducho_2020,32457749,Parducho,2020,The Antimicrobial Peptide Human Beta-Defensin 2 Inhibits Biofilm Production of Pseudomonas aeruginosa Without Compromising Metabolic Activity.,Frontiers in immunology,10.3389/fimmu.2020.00805,PMC7225314,13,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Khamari_2020,32380504,Khamari,2020,Molecular Analyses of Biofilm-Producing Clinical Acinetobacter baumannii Isolates from a South Indian Tertiary Care Hospital.,"Medical principles and practice : international journal of the Kuwait University, Health Science Centre",10.1159/000508461,PMC7768151,11,Journal Article,yes,yes
Styles_2020,32331271,Styles,2020,Investigating Bacteriophages Targeting the Opportunistic Pathogen Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics9040200,PMC7235909,11,Journal Article,yes,yes
Seleem_2020,32328851,Seleem,2020,Drugs with new lease of life as quorum sensing inhibitors: for combating MDR Acinetobacter baumannii infections.,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,10.1007/s10096-020-03882-z,PMC7180647,4,Journal Article; Multicenter Study,yes,yes
PrezVarela_2020,32229531,Pérez-Varela,2020,Characterization of RelA in Acinetobacter baumannii.,Journal of bacteriology,10.1128/JB.00045-20,PMC7253615,5,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Pourhajibagher_2020,32165339,Pourhajibagher,2020,Potentiation effects of antimicrobial photodynamic therapy on quorum sensing genes expression: A promising treatment for multi-species bacterial biofilms in burn wound infections.,Photodiagnosis and photodynamic therapy,10.1016/j.pdpdt.2020.101717,,5,Journal Article,yes,unknown
Ahmed_2020,32086747,Ahmed,2020,Inhibition of quorum sensing-associated virulence factors and biofilm formation in Pseudomonas aeruginosa PAO1 by Mycoleptodiscus indicus PUTY1.,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],10.1007/s42770-020-00235-y,PMC7203316,6,Journal Article,yes,yes
Zhu_2020,32081464,Zhu,2020,Complete genome sequence and genome-scale metabolic modelling of Acinetobacter baumannii type strain ATCC 19606.,International journal of medical microbiology : IJMM,10.1016/j.ijmm.2020.151412,PMC7263877,7,Journal Article,yes,yes
NorAshimi_2019,32065820,Nor A'shimi,2019,Biocide susceptibilities and biofilm-forming capacities of Acinetobacter baumannii clinical isolates from Malaysia.,Journal of infection in developing countries,10.3855/jidc.11455,,10,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Amin_2019,31853190,Amin,2019,"Association Between Biofilm Formation, Structure, and the Expression Levels of Genes Related to biofilm formation and Biofilm-Specific Resistance of Acinetobacter baumannii Strains Isolated from Burn Infection in Ahvaz, Iran.",Infection and drug resistance,10.2147/IDR.S228981,PMC6914661,7,Journal Article,yes,yes
